# Pressure:     1.000E+01 Ba
# Temperature:    330.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      4.0632488E-29
    0.505000      3.6693605E-29
    0.510050      5.7280525E-30
    0.515150      3.7638865E-31
    0.520302      2.1958749E-30
    0.525505      2.7319372E-30
    0.530760      8.0890260E-31
    0.536068      8.6590594E-30
    0.541428      2.2294690E-29
    0.546843      7.0877577E-30
    0.552311      5.7805024E-31
    0.557834      1.3141758E-30
    0.563413      1.2953284E-29
    0.569047      2.9981803E-29
    0.574737      1.7129943E-29
    0.580484      1.2308852E-29
    0.586289      3.1979904E-28
    0.592152      2.4829627E-28
    0.598074      4.2022360E-29
    0.604054      2.4763902E-30
    0.610095      2.0226673E-31
    0.616196      2.0153110E-31
    0.622358      2.3443699E-29
    0.628582      2.6609278E-29
    0.634867      1.9241835E-29
    0.641216      9.6126235E-29
    0.647628      1.6455292E-28
    0.654104      1.0330285E-28
    0.660645      1.3030040E-29
    0.667252      1.0330945E-30
    0.673924      1.6594594E-30
    0.680664      1.1995279E-29
    0.687470      3.0807830E-28
    0.694345      3.3482477E-28
    0.701288      2.6767144E-28
    0.708301      1.7516956E-28
    0.715384      2.9755802E-27
    0.722538      2.2760551E-27
    0.729764      5.9499981E-28
    0.737061      1.1969448E-28
    0.744432      1.1497877E-29
    0.751876      2.4404912E-30
    0.759395      5.6740451E-31
    0.766989      6.3986759E-31
    0.774659      4.2954995E-30
    0.782405      2.1593904E-28
    0.790229      2.0056474E-28
    0.798132      2.5453048E-28
    0.806113      1.1412145E-27
    0.814174      2.4011226E-27
    0.822316      2.1187611E-27
    0.830539      8.4607417E-28
    0.838844      3.7352790E-28
    0.847233      3.6856046E-28
    0.855705      3.5362617E-28
    0.864262      5.0937920E-28
    0.872905      8.3692755E-28
    0.881634      1.6144937E-27
    0.890450      1.5812004E-26
    0.899355      9.7581816E-27
    0.908348      5.9374054E-27
    0.917432      2.3950867E-27
    0.926606      5.3857185E-26
    0.935872      3.3300006E-26
    0.945231      3.6181246E-26
    0.954683      1.7589666E-26
    0.964230      4.9301560E-27
