# Pressure:     1.000E-05 Ba
# Temperature:    650.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.0975217E-29
    0.505000      8.4236853E-30
    0.510050      4.5432095E-30
    0.515150      9.5316410E-31
    0.520302      8.2025695E-31
    0.525505      7.2641481E-31
    0.530760      4.5192822E-31
    0.536068      3.3417930E-30
    0.541428      5.2769547E-30
    0.546843      3.3106019E-30
    0.552311      9.9024218E-31
    0.557834      6.3365691E-31
    0.563413      5.4670579E-30
    0.569047      6.6851617E-30
    0.574737      6.9185402E-30
    0.580484      6.3067002E-30
    0.586289      8.0550609E-27
    0.592152      5.8272839E-29
    0.598074      3.1177024E-29
    0.604054      6.9198717E-30
    0.610095      1.4406088E-30
    0.616196      6.3445909E-31
    0.622358      8.4271016E-30
    0.628582      6.7430994E-30
    0.634867      9.3753831E-30
    0.641216      4.3617481E-29
    0.647628      3.9100624E-29
    0.654104      4.1323541E-29
    0.660645      1.4690777E-29
    0.667252      3.3240869E-30
    0.673924      2.0816689E-30
    0.680664      4.8855100E-30
    0.687470      1.1885525E-28
    0.694345      7.2139955E-29
    0.701288      9.4167080E-29
    0.708301      1.0783899E-28
    0.715384      6.1775241E-28
    0.722538      5.6489538E-28
    0.729764      3.5057760E-28
    0.737061      1.3405606E-28
    0.744432      4.0240190E-29
    0.751876      1.1367048E-29
    0.759395      4.5724062E-30
    0.766989      2.6814109E-30
    0.774659      8.9157419E-30
    0.782405      6.0467927E-29
    0.790229      5.2687554E-29
    0.798132      8.8010196E-29
    0.806113      6.3902041E-28
    0.814174      3.8826338E-28
    0.822316      4.6116426E-28
    0.830539      4.1476396E-28
    0.838844      1.5536462E-28
    0.847233      6.8569452E-29
    0.855705      3.0650591E-29
    0.864262      2.6559069E-29
    0.872905      3.9714372E-29
    0.881634      1.3929950E-28
    0.890450      1.4189887E-27
    0.899355      7.2288113E-28
    0.908348      1.4901131E-27
    0.917432      1.2624322E-27
    0.926606      1.2599114E-26
    0.935872      5.8113799E-27
    0.945231      1.8076263E-26
    0.954683      8.1802337E-27
    0.964230      3.0432490E-27
    0.973872      1.8410305E-27
    0.983611      8.9301959E-28
    0.993447      3.7268661E-28
    1.003382      1.7477221E-28
    1.013416      9.2421516E-29
    1.023550      7.6062980E-29
    1.033785      3.5742493E-29
    1.044123      3.1578026E-29
    1.054564      4.9449701E-29
    1.065110      1.0794354E-28
    1.075761      1.7779118E-28
    1.086519      5.5397211E-28
    1.097384      3.2929970E-27
    1.108358      1.5324832E-26
    1.119441      1.4089735E-26
    1.130636      2.1124450E-26
    1.141942      1.0765262E-26
    1.153361      1.0483164E-26
    1.164895      6.5378333E-27
    1.176544      2.7437913E-27
    1.188309      1.1256729E-27
    1.200192      6.8772036E-28
    1.212194      5.0531841E-28
    1.224316      2.8449154E-28
    1.236560      1.5146817E-28
    1.248925      1.0140264E-28
    1.261414      1.4828206E-28
    1.274028      4.1912911E-28
    1.286769      1.2325401E-27
    1.299636      2.0035496E-27
    1.312633      3.4088046E-27
    1.325759      3.6221824E-26
    1.339017      1.4180535E-25
    1.352407      2.8297294E-25
    1.365931      1.4934920E-25
    1.379590      2.6648379E-25
    1.393386      2.3370556E-25
    1.407320      2.1407122E-25
    1.421393      1.2180794E-25
    1.435607      7.3599014E-26
    1.449963      3.2294359E-26
    1.464463      2.7573618E-26
    1.479108      2.1608127E-26
    1.493899      1.1007540E-26
    1.508838      6.3400288E-27
    1.523926      2.4246966E-27
    1.539165      1.0778206E-27
    1.554557      8.5944268E-28
    1.570102      4.0974201E-28
    1.585803      3.8516890E-28
    1.601662      6.0083936E-28
    1.617678      2.2108815E-27
    1.633855      2.7143198E-27
    1.650193      2.0706462E-27
    1.666695      3.5310117E-27
    1.683362      3.2423988E-27
    1.700196      3.4893658E-27
    1.717198      4.4635113E-27
    1.734370      7.8188180E-27
    1.751714      2.1750475E-26
    1.769231      5.8220746E-26
    1.786923      1.1045240E-25
    1.804792      2.4358960E-25
    1.822840      3.1559445E-25
    1.841069      3.1067084E-25
    1.859479      4.6747767E-25
    1.878074      1.2403212E-25
    1.896855      2.0320878E-25
    1.915823      2.4054851E-25
    1.934982      1.6839499E-25
    1.954331      1.0677569E-25
    1.973875      3.8630026E-26
    1.993613      1.8098164E-26
    2.013550      8.7067775E-27
    2.033685      4.2442150E-27
    2.054022      1.8947800E-27
    2.074562      1.1445243E-27
    2.095308      9.4933670E-28
    2.116261      1.0338644E-27
    2.137423      1.4936341E-27
    2.158798      2.1516828E-27
    2.180386      4.4239481E-27
    2.202190      8.0883661E-27
    2.224211      1.3371276E-26
    2.246454      2.1944375E-26
    2.268918      2.1504664E-26
    2.291607      2.4199226E-26
    2.314523      4.3972501E-26
    2.337669      5.2785114E-26
    2.361045      8.9607742E-26
    2.384656      5.4222026E-26
    2.408502      4.3157437E-26
    2.432587      8.0410998E-26
    2.456913      1.8066530E-25
    2.481482      3.9347253E-25
    2.506297      1.0194354E-24
    2.531360      1.5410068E-24
    2.556674      2.6357313E-24
    2.582240      2.1867139E-24
    2.608063      1.1935643E-24
    2.634143      8.3689804E-25
    2.660485      4.1210971E-24
    2.687090      1.8745949E-24
    2.713961      1.7064964E-24
    2.741100      2.5075065E-24
    2.768511      1.8781710E-24
    2.796196      1.6030879E-24
    2.824158      1.3633906E-24
    2.852400      7.7121765E-25
    2.880924      4.7135426E-25
    2.909733      3.4563508E-25
    2.938830      2.4981179E-25
    2.968219      1.6278315E-25
    2.997901      1.2626744E-25
    3.027880      1.2806099E-25
    3.058159      7.0331854E-26
    3.088740      9.0416149E-26
    3.119628      1.3380996E-25
    3.150824      2.2383974E-25
    3.182332      3.9044297E-25
    3.214156      3.3510546E-25
    3.246297      2.3346231E-25
    3.278760      1.4206131E-25
    3.311548      7.8680387E-25
    3.344663      1.6102572E-25
    3.378110      2.3845601E-25
    3.411891      2.0998649E-25
    3.446010      1.5599784E-25
    3.480470      9.0013649E-26
    3.515275      6.8854431E-26
    3.550427      3.7293466E-26
    3.585932      2.3006673E-26
    3.621791      1.3568576E-26
    3.658009      1.0564798E-26
    3.694589      1.0091397E-26
    3.731535      6.3844845E-27
    3.768850      6.7423855E-27
    3.806539      3.8228284E-27
    3.844604      5.6742443E-27
    3.883050      3.0536078E-27
