# Pressure:     1.000E+01 Ba
# Temperature:   1500.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.3524161E-27
    0.505000      1.5605312E-27
    0.510050      1.8060551E-27
    0.515150      2.1201303E-27
    0.520302      2.5288592E-27
    0.525505      3.0662895E-27
    0.530760      3.7962827E-27
    0.536068      4.7239018E-27
    0.541428      6.0767212E-27
    0.546843      8.0693656E-27
    0.552311      1.1179965E-26
    0.557834      1.6473851E-26
    0.563413      2.6473686E-26
    0.569047      4.9227459E-26
    0.574737      1.1838362E-25
    0.580484      6.0616219E-25
    0.586289      2.3604420E-22
    0.592152      3.6994200E-25
    0.598074      9.8052237E-26
    0.604054      4.5245641E-26
    0.610095      2.6346388E-26
    0.616196      1.7491420E-26
    0.622358      1.2724695E-26
    0.628582      9.8686096E-27
    0.634867      8.0253824E-27
    0.641216      6.8226517E-27
    0.647628      5.9654589E-27
    0.654104      5.4058332E-27
    0.660645      5.0496804E-27
    0.667252      4.8649095E-27
    0.673924      4.8747666E-27
    0.680664      5.0383395E-27
    0.687470      5.7627185E-27
    0.694345      6.1096578E-27
    0.701288      6.8947094E-27
    0.708301      8.0801787E-27
    0.715384      1.0686762E-26
    0.722538      1.3819076E-26
    0.729764      1.9534708E-26
    0.737061      3.0542267E-26
    0.744432      5.7007139E-26
    0.751876      1.4969048E-25
    0.759395      1.3786851E-24
    0.766989      4.4137466E-23
    0.774659      3.0285225E-25
    0.782405      8.5752690E-26
    0.790229      4.1242538E-26
    0.798132      2.4355932E-26
    0.806113      1.7222235E-26
    0.814174      1.3322626E-26
    0.822316      9.4689214E-27
    0.830539      7.8275370E-27
    0.838844      6.5081289E-27
    0.847233      5.3644168E-27
    0.855705      4.4386491E-27
    0.864262      3.9111985E-27
    0.872905      3.4970666E-27
    0.881634      4.0524851E-27
    0.890450      5.5782008E-27
    0.899355      3.9884664E-27
    0.908348      4.5936529E-27
    0.917432      6.0294523E-27
    0.926606      1.9732799E-26
    0.935872      1.1703129E-26
    0.945231      2.8716207E-26
    0.954683      1.6282486E-26
    0.964230      1.3160852E-26
    0.973872      1.1045636E-26
    0.983611      8.6244451E-27
    0.993447      7.1748016E-27
    1.003382      5.7397759E-27
    1.013416      4.6489832E-27
    1.023550      3.7462689E-27
    1.033785      2.9628902E-27
    1.044123      2.5806647E-27
    1.054564      2.3938356E-27
    1.065110      2.4075138E-27
    1.075761      2.7153322E-27
    1.086519      7.2551573E-27
    1.097384      2.0461968E-26
    1.108358      4.0668841E-26
    1.119441      2.9254305E-26
    1.130636      4.1505980E-26
    1.141942      3.1636837E-26
    1.153361      3.5691043E-26
    1.164895      4.2618269E-26
    1.176544      2.8109715E-26
    1.188309      1.9409901E-26
    1.200192      1.3841231E-26
    1.212194      9.8496907E-27
    1.224316      7.5215401E-27
    1.236560      6.6475662E-27
    1.248925      7.1533021E-27
    1.261414      5.5692817E-27
    1.274028      6.9176932E-27
    1.286769      9.4191834E-27
    1.299636      1.2156728E-26
    1.312633      1.8188896E-26
    1.325759      1.0680208E-24
    1.339017      5.5599267E-25
    1.352407      4.2875027E-25
    1.365931      2.3236589E-25
    1.379590      3.7719108E-25
    1.393386      3.6154018E-25
    1.407320      4.3812854E-25
    1.421393      3.8896126E-25
    1.435607      3.2552905E-25
    1.449963      2.5593488E-25
    1.464463      1.9334757E-25
    1.479108      1.4753120E-25
    1.493899      1.1647513E-25
    1.508838      9.3384602E-26
    1.523926      7.1146226E-26
    1.539165      5.2755442E-26
    1.554557      4.0419557E-26
    1.570102      3.2576071E-26
    1.585803      3.0732236E-26
    1.601662      4.3017729E-26
    1.617678      5.8427416E-26
    1.633855      5.3009898E-26
    1.650193      4.5125500E-26
    1.666695      6.4792583E-26
    1.683362      5.9385979E-26
    1.700196      6.1067656E-26
    1.717198      8.2763938E-26
    1.734370      1.4118889E-25
    1.751714      2.3852180E-25
    1.769231      3.9753569E-25
    1.786923      5.6114070E-25
    1.804792      7.5001771E-25
    1.822840      6.2103663E-25
    1.841069      7.4832595E-25
    1.859479      7.8403675E-25
    1.878074      4.1979823E-25
    1.896855      3.9345491E-25
    1.915823      5.1819347E-25
    1.934982      5.7667220E-25
    1.954331      5.8878402E-25
    1.973875      4.8692861E-25
    1.993613      3.6556890E-25
    2.013550      2.5096661E-25
    2.033685      1.8816174E-25
    2.054022      1.3074940E-25
    2.074562      9.3954373E-26
    2.095308      7.3402256E-26
    2.116261      6.7389640E-26
    2.137423      7.5281788E-26
    2.158798      1.0198378E-25
    2.180386      1.6357403E-25
    2.202190      2.6335993E-25
    2.224211      2.7023025E-25
    2.246454      3.2318538E-25
    2.268918      3.8715687E-25
    2.291607      4.9824407E-25
    2.314523      6.3261507E-25
    2.337669      5.9905105E-25
    2.361045      6.0383396E-25
    2.384656      5.7775596E-25
    2.408502      6.9619102E-25
    2.432587      1.0736874E-24
    2.456913      2.1018658E-24
    2.481482      2.9387218E-24
    2.506297      4.0902238E-24
    2.531360      4.4721322E-24
    2.556674      4.3973568E-24
    2.582240      3.6953035E-24
    2.608063      2.0241072E-24
    2.634143      1.5276785E-24
    2.660485      5.9649402E-24
    2.687090      4.9121174E-24
    2.713961      4.4384234E-24
    2.741100      5.5550227E-24
    2.768511      4.3279849E-24
    2.796196      4.8833774E-24
    2.824158      5.7100611E-24
    2.852400      4.2600903E-24
    2.880924      3.9885060E-24
    2.909733      3.6520504E-24
    2.938830      2.9202220E-24
    2.968219      2.5281206E-24
    2.997901      1.9505273E-24
    3.027880      2.1165062E-24
    3.058159      2.3796656E-24
    3.088740      3.5241284E-24
    3.119628      4.6319556E-24
    3.150824      5.1553931E-24
    3.182332      5.0761850E-24
    3.214156      3.8725937E-24
    3.246297      2.6254931E-24
    3.278760      2.5813340E-24
    3.311548      1.3228320E-23
    3.344663      4.5741476E-24
    3.378110      2.6799374E-24
    3.411891      3.2246179E-24
    3.446010      2.9619662E-24
    3.480470      2.7180890E-24
