# Pressure:     1.000E+00 Ba
# Temperature:    240.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.5254614E-29
    0.505000      1.4420042E-29
    0.510050      1.0052415E-30
    0.515150      1.4460649E-31
    0.520302      8.1309364E-31
    0.525505      1.2979876E-30
    0.530760      3.3951368E-31
    0.536068      2.4124998E-30
    0.541428      9.2549367E-30
    0.546843      2.0834595E-30
    0.552311      1.3671573E-31
    0.557834      5.0202710E-31
    0.563413      4.0214641E-30
    0.569047      1.1716884E-29
    0.574737      4.9214528E-30
    0.580484      3.2921256E-30
    0.586289      1.2038371E-28
    0.592152      8.8887422E-29
    0.598074      7.6051943E-30
    0.604054      3.0101670E-31
    0.610095      7.1172434E-32
    0.616196      8.9602268E-32
    0.622358      7.0288669E-30
    0.628582      9.8069461E-30
    0.634867      5.2744251E-30
    0.641216      2.5909981E-29
    0.647628      6.5976611E-29
    0.654104      2.7144928E-29
    0.660645      2.9093596E-30
    0.667252      1.4381904E-31
    0.673924      4.3158774E-31
    0.680664      3.8771416E-30
    0.687470      8.3459223E-29
    0.694345      1.4279542E-28
    0.701288      8.3506028E-29
    0.708301      4.8142818E-29
    0.715384      1.1981292E-27
    0.722538      8.2539812E-28
    0.729764      1.4604897E-28
    0.737061      1.9139770E-29
    0.744432      1.4523566E-30
    0.751876      7.1883945E-31
    0.759395      1.3610663E-31
    0.766989      1.3095469E-31
    0.774659      8.0542801E-31
    0.782405      6.5244409E-29
    0.790229      7.4428068E-29
    0.798132      8.4984795E-29
    0.806113      2.4420357E-28
    0.814174      1.0608140E-27
    0.822316      8.4931984E-28
    0.830539      2.5437031E-28
    0.838844      3.0838641E-28
    0.847233      2.9541308E-28
    0.855705      3.3324826E-28
    0.864262      4.8139177E-28
    0.872905      8.0743455E-28
    0.881634      1.2831977E-27
    0.890450      1.4977837E-26
    0.899355      8.9394468E-27
    0.908348      2.2055631E-27
    0.917432      8.1195076E-28
    0.926606      1.8807170E-26
    0.935872      1.3639068E-26
    0.945231      1.0349555E-26
    0.954683      4.5522800E-27
    0.964230      1.9204476E-27
    0.973872      2.4647097E-27
    0.983611      4.1581811E-27
    0.993447      4.4964156E-27
    1.003382      4.0999370E-27
    1.013416      8.8448701E-27
    1.023550      1.4114543E-26
    1.033785      8.1173265E-27
    1.044123      2.3699074E-27
    1.054564      6.3241802E-28
    1.065110      1.0908375E-27
    1.075761      1.1744442E-27
    1.086519      1.1289041E-27
    1.097384      1.4284661E-27
    1.108358      7.5796066E-27
    1.119441      5.0554756E-26
    1.130636      3.9983386E-26
    1.141942      2.5829330E-26
    1.153361      5.2373361E-26
    1.164895      7.6521766E-26
    1.176544      3.3454039E-26
    1.188309      1.3230271E-26
    1.200192      1.7165726E-26
    1.212194      1.9809216E-26
    1.224316      9.3850779E-27
    1.236560      1.5126460E-27
    1.248925      2.8461716E-27
    1.261414      2.0464694E-27
    1.274028      2.8565645E-27
    1.286769      1.0990898E-26
    1.299636      1.4716428E-26
    1.312633      1.9465815E-26
    1.325759      2.9732074E-26
    1.339017      5.0039528E-26
    1.352407      5.0868988E-25
