# Pressure:     1.000E+01 Ba
# Temperature:   2300.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.4368375E-27
    0.505000      1.7364564E-27
    0.510050      2.1631556E-27
    0.515150      2.1865033E-27
    0.520302      2.5905954E-27
    0.525505      3.1071351E-27
    0.530760      4.6567991E-27
    0.536068      4.7280371E-27
    0.541428      6.0331918E-27
    0.546843      7.9567113E-27
    0.552311      1.0962508E-26
    0.557834      1.6065826E-26
    0.563413      2.8736698E-26
    0.569047      4.7746823E-26
    0.574737      1.1550048E-25
    0.580484      5.9492404E-25
    0.586289      1.9923347E-22
    0.592152      3.5568734E-25
    0.598074      9.4505676E-26
    0.604054      4.4037791E-26
    0.610095      2.6172131E-26
    0.616196      1.7137243E-26
    0.622358      1.2460050E-26
    0.628582      9.6479253E-27
    0.634867      7.8550538E-27
    0.641216      6.6537240E-27
    0.647628      5.8447812E-27
    0.654104      5.2876825E-27
    0.660645      4.9295777E-27
    0.667252      4.7474968E-27
    0.673924      4.7248032E-27
    0.680664      4.8579978E-27
    0.687470      1.0391833E-26
    0.694345      5.7480119E-27
    0.701288      6.4217216E-27
    0.708301      7.4785266E-27
    0.715384      9.6294175E-27
    0.722538      1.2477670E-26
    0.729764      1.7667273E-26
    0.737061      2.7631181E-26
    0.744432      5.1547035E-26
    0.751876      1.3475359E-25
    0.759395      1.2382809E-24
    0.766989      3.2398073E-23
    0.774659      2.7419376E-25
    0.782405      7.8056859E-26
    0.790229      3.7813868E-26
    0.798132      2.2446726E-26
    0.806113      1.5705056E-26
    0.814174      1.0598320E-25
    0.822316      9.1513852E-27
    0.830539      7.0530808E-27
    0.838844      5.9776678E-27
    0.847233      5.2532230E-27
    0.855705      4.2503481E-27
    0.864262      3.6657962E-27
    0.872905      3.2198175E-27
    0.881634      3.0938869E-27
    0.890450      3.7839404E-27
    0.899355      2.8270844E-27
    0.908348      3.5041393E-27
    0.917432      4.6580728E-27
    0.926606      1.1798174E-26
    0.935872      8.4916179E-27
    0.945231      1.6548765E-26
    0.954683      1.1225475E-26
    0.964230      1.0949005E-26
    0.973872      1.0722572E-26
    0.983611      8.9308080E-27
    0.993447      7.8799256E-27
    1.003382      6.9433791E-27
    1.013416      6.5172780E-27
    1.023550      5.9186792E-27
