# Pressure:     3.000E+01 Ba
# Temperature:   1600.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      7.1515432E-27
    0.505000      8.1564834E-27
    0.510050      9.4659867E-27
    0.515150      1.1177033E-26
    0.520302      1.3275236E-26
    0.525505      1.6130650E-26
    0.530760      1.9752106E-26
    0.536068      2.4707051E-26
    0.541428      3.1771235E-26
    0.546843      4.2413235E-26
    0.552311      5.8648163E-26
    0.557834      8.6620107E-26
    0.563413      1.3765089E-25
    0.569047      2.5875647E-25
    0.574737      6.1804516E-25
    0.580484      3.1133294E-24
    0.586289      2.1685227E-22
    0.592152      1.7380579E-24
    0.598074      4.7985148E-25
    0.604054      2.2983975E-25
    0.610095      1.3409577E-25
    0.616196      8.9720674E-26
    0.622358      6.5115026E-26
    0.628582      5.0892026E-26
    0.634867      4.1050029E-26
    0.641216      3.4820543E-26
    0.647628      3.0443765E-26
    0.654104      2.7688271E-26
    0.660645      2.5926100E-26
    0.667252      2.5136918E-26
    0.673924      2.5131499E-26
    0.680664      2.6089700E-26
    0.687470      2.8644179E-26
    0.694345      3.1510214E-26
    0.701288      3.5477686E-26
    0.708301      4.1287643E-26
    0.715384      5.2537935E-26
    0.722538      6.9562416E-26
    0.729764      9.9074740E-26
    0.737061      1.5838282E-25
    0.744432      2.9661151E-25
    0.751876      7.9403335E-25
    0.759395      7.6137766E-24
    0.766989      5.0411933E-23
    0.774659      1.4023029E-24
    0.782405      4.2641241E-25
    0.790229      2.0799823E-25
    0.798132      1.2387828E-25
    0.806113      8.2264522E-26
    0.814174      6.1188792E-26
    0.822316      4.4804496E-26
    0.830539      3.5868662E-26
    0.838844      2.8945242E-26
    0.847233      2.3892296E-26
    0.855705      2.0113482E-26
    0.864262      1.7305117E-26
    0.872905      1.5178569E-26
    0.881634      1.4582112E-26
    0.890450      1.5169164E-26
    0.899355      1.2362589E-26
    0.908348      1.2387457E-26
    0.917432      1.3848232E-26
    0.926606      2.9428544E-26
    0.935872      1.9714830E-26
    0.945231      3.9837929E-26
    0.954683      2.4254716E-26
    0.964230      2.1088592E-26
    0.973872      1.8461738E-26
    0.983611      1.5071762E-26
    0.993447      1.3138639E-26
    1.003382      1.1191976E-26
    1.013416      9.6188452E-27
    1.023550      8.1563708E-27
    1.033785      6.8916669E-27
    1.044123      6.1898545E-27
    1.054564      5.7629891E-27
    1.065110      5.6398695E-27
    1.075761      5.9613190E-27
    1.086519      1.2209526E-26
    1.097384      2.8536125E-26
    1.108358      5.2141075E-26
    1.119441      3.9247648E-26
    1.130636      5.4159719E-26
    1.141942      4.3339426E-26
    1.153361      4.7800332E-26
    1.164895      5.8289148E-26
    1.176544      3.9711340E-26
    1.188309      2.7816618E-26
    1.200192      2.0424627E-26
    1.212194      1.4854713E-26
    1.224316      1.1695872E-26
    1.236560      1.0464869E-26
    1.248925      1.0439567E-26
    1.261414      8.7308965E-27
    1.274028      1.0377065E-26
    1.286769      1.3475554E-26
    1.299636      1.7512704E-26
    1.312633      2.6201560E-26
    1.325759      1.3884632E-24
    1.339017      6.6466451E-25
    1.352407      5.2308572E-25
    1.365931      2.9543068E-25
    1.379590      4.5111079E-25
    1.393386      4.4857552E-25
    1.407320      5.4627125E-25
    1.421393      4.9355946E-25
    1.435607      4.1305205E-25
    1.449963      3.3663648E-25
    1.464463      2.6360273E-25
    1.479108      2.0627788E-25
    1.493899      1.6606940E-25
    1.508838      1.3611747E-25
    1.523926      1.0653665E-25
    1.539165      8.1255045E-26
    1.554557      6.3143024E-26
    1.570102      5.2058699E-26
    1.585803      4.9759619E-26
    1.601662      6.7248331E-26
    1.617678      8.6004252E-26
    1.633855      7.5850612E-26
    1.650193      6.7449968E-26
    1.666695      8.9813694E-26
    1.683362      8.5890042E-26
    1.700196      8.7312807E-26
    1.717198      1.1796623E-25
    1.734370      1.9512994E-25
    1.751714      3.1781680E-25
    1.769231      5.0923883E-25
    1.786923      7.1800778E-25
    1.804792      8.9763043E-25
    1.822840      7.6823880E-25
    1.841069      9.5192257E-25
    1.859479      9.6604463E-25
    1.878074      5.4896316E-25
    1.896855      5.0655975E-25
    1.915823      6.5247788E-25
    1.934982      7.3250043E-25
    1.954331      7.5872078E-25
    1.973875      6.6388090E-25
    1.993613      5.1676234E-25
    2.013550      3.7242381E-25
    2.033685      2.8616852E-25
    2.054022      2.0635216E-25
    2.074562      1.5091055E-25
    2.095308      1.1796456E-25
    2.116261      1.0746698E-25
    2.137423      1.1852071E-25
    2.158798      1.5925267E-25
    2.180386      2.4841209E-25
    2.202190      3.7839798E-25
    2.224211      3.8965035E-25
    2.246454      4.6223891E-25
    2.268918      5.5229173E-25
    2.291607      6.1994514E-25
    2.314523      7.8988466E-25
    2.337669      7.9447715E-25
    2.361045      7.8123849E-25
    2.384656      7.6035076E-25
    2.408502      9.4852384E-25
    2.432587      1.4832420E-24
    2.456913      2.6916314E-24
    2.481482      3.7401500E-24
    2.506297      5.0601896E-24
    2.531360      5.4548887E-24
    2.556674      5.2224931E-24
    2.582240      4.2682827E-24
    2.608063      2.4575268E-24
    2.634143      1.9924714E-24
    2.660485      7.0609041E-24
    2.687090      6.1038215E-24
    2.713961      5.3800111E-24
    2.741100      6.3679182E-24
    2.768511      5.3574197E-24
    2.796196      6.0572865E-24
    2.824158      6.7085806E-24
    2.852400      5.4056578E-24
    2.880924      5.1990679E-24
    2.909733      4.7558605E-24
    2.938830      3.9093920E-24
    2.968219      3.4282103E-24
    2.997901      2.8362744E-24
    3.027880      3.0815828E-24
    3.058159      3.5933604E-24
    3.088740      5.1102067E-24
    3.119628      6.5876807E-24
    3.150824      7.2119247E-24
    3.182332      6.7994352E-24
    3.214156      5.2251947E-24
    3.246297      3.6279187E-24
    3.278760      5.0609335E-24
    3.311548      1.6046847E-23
    3.344663      6.6880859E-24
    3.378110      3.8405747E-24
    3.411891      4.3482269E-24
    3.446010      4.0844593E-24
    3.480470      3.7432364E-24
    3.515275      3.3778342E-24
    3.550427      2.8361065E-24
    3.585932      2.0479079E-24
    3.621791      1.4503131E-24
    3.658009      1.0157496E-24
    3.694589      7.6019813E-25
    3.731535      5.9323134E-25
    3.768850      4.4742711E-25
    3.806539      3.5741974E-25
    3.844604      2.9735710E-25
    3.883050      2.3333368E-25
    3.921881      3.2647017E-25
    3.961099      2.4141534E-25
    4.000710      1.9252680E-25
    4.040718      2.2489364E-25
    4.081125      2.4152433E-25
    4.121936      2.7158286E-25
    4.163155      3.1380631E-25
    4.204787      3.3648277E-25
    4.246835      3.6753894E-25
    4.289303      5.1354360E-25
    4.332196      1.1253431E-24
    4.375518      2.8709789E-24
    4.419273      4.9348191E-24
    4.463466      7.9554862E-24
    4.508101      9.7156999E-24
    4.553182      8.7573314E-24
    4.598714      6.3538213E-24
    4.644701      2.9978305E-24
    4.691148      3.8752248E-24
    4.738059      5.6315067E-24
    4.785440      6.3059810E-24
    4.833294      6.4627852E-24
    4.881627      6.2062803E-24
    4.930443      5.7713139E-24
    4.979748      5.0913454E-24
    5.029545      4.0061394E-24
    5.079841      3.6862322E-24
    5.130639      3.9050233E-24
    5.181946      4.3643375E-24
    5.233765      4.1910576E-24
    5.286103      4.2305392E-24
    5.338964      5.0814125E-24
    5.392353      5.5780988E-24
    5.446277      4.9445134E-24
    5.500740      6.4050339E-24
    5.555747      6.1016156E-24
    5.611304      6.4460220E-24
    5.667418      6.9857365E-24
    5.724092      6.8481351E-24
    5.781333      6.7792014E-24
    5.839146      6.5699555E-24
    5.897537      5.9741051E-24
    5.956513      3.4374428E-24
    6.016078      5.4623319E-24
    6.076239      2.8478190E-24
    6.137001      2.9265991E-24
    6.198371      1.9675780E-24
    6.260355      1.6577272E-24
    6.322958      2.4165990E-24
    6.386188      6.6737274E-24
    6.450050      1.1333563E-23
    6.514550      1.2706889E-23
    6.579696      2.1029398E-23
    6.645493      1.2148983E-23
    6.711948      1.0103608E-23
    6.779067      1.3853624E-23
    6.846858      9.0938864E-24
    6.915326      9.1533583E-24
    6.984480      1.2264129E-23
    7.054324      1.0341343E-23
    7.124868      1.1562662E-23
    7.196116      1.2847803E-23
    7.268078      1.4020153E-23
    7.340758      1.1991055E-23
    7.414166      1.5839292E-23
    7.488308      1.1030851E-23
    7.563191      1.1939861E-23
    7.638823      1.2358284E-23
