# Pressure:     1.000E-02 Ba
# Temperature:   3250.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      6.0788482E-32
    0.505000      6.9355506E-32
    0.510050      8.4093607E-32
    0.515150      5.2647126E-32
    0.520302      5.4828883E-32
    0.525505      6.1542976E-32
    0.530760      1.6170778E-31
    0.536068      7.3024067E-32
    0.541428      8.9629961E-32
    0.546843      8.2094702E-32
    0.552311      8.9768107E-32
    0.557834      9.7454678E-32
    0.563413      2.3123701E-30
    0.569047      2.3516182E-31
    0.574737      4.8749565E-31
    0.580484      1.9671376E-30
    0.586289      7.8083123E-26
    0.592152      1.3390035E-30
    0.598074      6.5665377E-31
    0.604054      5.6654413E-31
    0.610095      8.6029511E-31
    0.616196      6.1843471E-31
    0.622358      6.2224494E-31
    0.628582      5.4666081E-31
    0.634867      5.6180012E-31
    0.641216      8.1750311E-31
    0.647628      1.0768210E-30
    0.654104      1.0125378E-30
    0.660645      1.0156030E-30
    0.667252      9.6457186E-31
    0.673924      1.0973373E-30
    0.680664      1.0612274E-30
    0.687470      2.9955087E-30
    0.694345      1.5713766E-30
    0.701288      2.0695068E-30
    0.708301      2.7623554E-30
    0.715384      6.4646055E-30
    0.722538      6.1388417E-30
    0.729764      6.3664319E-30
    0.737061      6.2130577E-30
    0.744432      7.8032986E-30
    0.751876      8.3278659E-30
    0.759395      7.1422537E-30
    0.766989      2.4214900E-27
    0.774659      6.2426888E-30
    0.782405      6.6102384E-30
    0.790229      6.1879020E-30
    0.798132      7.0665018E-30
    0.806113      1.6204876E-29
    0.814174      1.1303132E-28
    0.822316      1.4998616E-29
    0.830539      1.5361975E-29
    0.838844      1.8933855E-29
    0.847233      2.0118807E-29
    0.855705      1.7597491E-29
    0.864262      1.6267743E-29
    0.872905      1.5956020E-29
    0.881634      1.8687235E-29
    0.890450      2.8467873E-29
    0.899355      2.0639303E-29
    0.908348      3.2177075E-29
    0.917432      4.6013196E-29
    0.926606      1.2604934E-28
    0.935872      1.0313385E-28
    0.945231      1.8030565E-28
    0.954683      1.1711396E-28
    0.964230      1.4711409E-28
    0.973872      1.6624086E-28
    0.983611      1.4285562E-28
    0.993447      1.2864018E-28
    1.003382      1.2080846E-28
    1.013416      1.2391191E-28
    1.023550      1.2007240E-28
    1.033785      1.0188041E-28
    1.044123      8.9910182E-29
    1.054564      8.0684674E-29
    1.065110      7.6374216E-29
    1.075761      7.7844954E-29
    1.086519      1.5738869E-28
    1.097384      2.6549570E-28
    1.108358      3.7989659E-28
    1.119441      3.2049558E-28
    1.130636      4.4721095E-28
    1.141942      4.3209152E-28
    1.153361      4.4584568E-28
    1.164895      5.0182291E-28
    1.176544      4.8041271E-28
    1.188309      4.9603121E-28
    1.200192      4.5650601E-28
    1.212194      3.9393153E-28
    1.224316      3.7085005E-28
    1.236560      3.4301008E-28
    1.248925      3.3083167E-28
    1.261414      3.1351367E-28
    1.274028      2.8213402E-28
    1.286769      2.6253293E-28
    1.299636      3.1729485E-28
    1.312633      4.1878533E-28
    1.325759      9.1968366E-27
    1.339017      5.4588464E-27
    1.352407      3.0295273E-27
    1.365931      2.4599522E-27
    1.379590      2.9168522E-27
    1.393386      3.5322405E-27
    1.407320      4.5092954E-27
    1.421393      4.4273484E-27
    1.435607      4.2364582E-27
    1.449963      4.4248224E-27
    1.464463      4.1851571E-27
    1.479108      3.7820635E-27
    1.493899      3.3764823E-27
    1.508838      3.2164514E-27
    1.523926      2.9102640E-27
    1.539165      2.7729168E-27
    1.554557      3.3719392E-27
    1.570102      3.3712322E-27
    1.585803      2.1938126E-27
    1.601662      2.3915824E-27
    1.617678      3.0459758E-27
    1.633855      2.3188877E-27
    1.650193      1.6187281E-27
    1.666695      1.3547256E-27
    1.683362      1.5926136E-27
    1.700196      1.8270695E-27
    1.717198      2.2504466E-27
    1.734370      3.0606642E-27
    1.751714      4.0596922E-27
    1.769231      5.4855100E-27
    1.786923      6.6206334E-27
    1.804792      7.7213932E-27
    1.822840      6.8514209E-27
    1.841069      9.6217039E-27
    1.859479      8.6367759E-27
    1.878074      7.6401857E-27
    1.896855      6.4465075E-27
    1.915823      6.4372026E-27
    1.934982      6.5691206E-27
    1.954331      7.1047739E-27
    1.973875      8.1540752E-27
    1.993613      8.4756422E-27
    2.013550      7.6702444E-27
    2.033685      7.5839206E-27
    2.054022      7.0341898E-27
    2.074562      6.0731773E-27
    2.095308      5.1642345E-27
    2.116261      4.3691082E-27
    2.137423      3.5415542E-27
    2.158798      2.9782219E-27
    2.180386      2.5108449E-27
    2.202190      2.1372310E-27
    2.224211      1.9066285E-27
    2.246454      1.6993194E-27
    2.268918      1.6145260E-27
    2.291607      6.4748667E-26
    2.314523      1.5077942E-25
    2.337669      1.0354921E-25
    2.361045      6.3032761E-26
    2.384656      8.8411244E-26
    2.408502      1.1760127E-25
    2.432587      8.4981010E-26
    2.456913      7.4656719E-26
    2.481482      7.1907081E-26
    2.506297      6.9721496E-26
    2.531360      6.0219551E-26
    2.556674      5.0644255E-26
    2.582240      4.2073387E-26
    2.608063      3.0472149E-26
    2.634143      2.1219138E-26
    2.660485      3.3633387E-26
    2.687090      3.7338224E-26
    2.713961      4.1379186E-26
    2.741100      4.2794163E-26
    2.768511      3.7290633E-26
    2.796196      4.7035430E-26
    2.824158      4.8850496E-26
    2.852400      4.5168236E-26
    2.880924      4.6748641E-26
    2.909733      5.2671121E-26
    2.938830      4.8280204E-26
    2.968219      4.5963683E-26
    2.997901      4.1749852E-26
    3.027880      4.2832907E-26
    3.058159      3.7543272E-26
    3.088740      3.3004356E-26
    3.119628      2.9322410E-26
    3.150824      2.6409420E-26
    3.182332      2.4398235E-26
    3.214156      2.0835253E-26
    3.246297      1.8708170E-26
    3.278760      1.5564192E-26
    3.311548      1.4337364E-26
    3.344663      1.3234370E-26
    3.378110      1.1892816E-26
    3.411891      1.0269615E-26
    3.446010      9.3356755E-27
    3.480470      8.4653973E-27
    3.515275      7.6552650E-27
    3.550427      6.9653315E-27
    3.585932      6.2847104E-27
    3.621791      5.5645861E-27
    3.658009      4.8763157E-27
    3.694589      4.5000837E-27
    3.731535      3.9636142E-27
    3.768850      3.3602532E-27
    3.806539      3.2814069E-27
    3.844604      3.2693490E-27
    3.883050      2.8922193E-27
    3.921881      4.3722425E-27
    3.961099      3.2729263E-27
    4.000710      3.7155864E-27
    4.040718      4.5453165E-27
    4.081125      5.1090088E-27
    4.121936      5.1108810E-27
    4.163155      5.4197760E-27
    4.204787      5.7239725E-27
    4.246835      6.3980788E-27
    4.289303      4.1105700E-25
    4.332196      2.1147004E-24
    4.375518      3.0331245E-24
    4.419273      5.1328107E-24
    4.463466      7.6469047E-24
    4.508101      6.6061954E-24
    4.553182      6.6287290E-24
    4.598714      5.1509265E-24
    4.644701      3.5021748E-24
    4.691148      2.8880598E-24
    4.738059      3.4932089E-24
    4.785440      3.9568024E-24
    4.833294      3.3296227E-24
    4.881627      3.0757439E-24
    4.930443      2.8653401E-24
    4.979748      2.6287553E-24
    5.029545      2.9440722E-24
    5.079841      2.1056270E-24
    5.130639      1.8300106E-24
    5.181946      1.7097459E-24
    5.233765      1.5377204E-24
    5.286103      1.3587017E-24
    5.338964      8.9050641E-25
    5.392353      6.3941967E-25
    5.446277      5.2247718E-25
    5.500740      4.1393351E-25
    5.555747      3.3242999E-25
    5.611304      2.3510808E-25
    5.667418      1.7051569E-25
    5.724092      1.3436017E-25
    5.781333      1.1844594E-25
    5.839146      8.6431004E-26
    5.897537      6.5145188E-26
    5.956513      4.8110254E-26
    6.016078      4.7891354E-26
    6.076239      3.4737928E-26
    6.137001      3.2526917E-26
    6.198371      2.6626675E-26
    6.260355      2.2891429E-26
    6.322958      2.4838118E-26
    6.386188      3.6536020E-26
    6.450050      7.3758586E-26
    6.514550      7.7966186E-26
    6.579696      1.0578659E-25
    6.645493      9.4610399E-26
    6.711948      9.4572336E-26
    6.779067      1.0867141E-25
    6.846858      8.9995215E-26
    6.915326      8.5263045E-26
    6.984480      9.6674902E-26
    7.054324      8.0452201E-26
    7.124868      7.4483827E-26
    7.196116      8.6620645E-26
    7.268078      8.4408608E-26
    7.340758      7.3854293E-26
    7.414166      8.2985723E-26
    7.488308      7.9457393E-26
    7.563191      9.1512521E-26
    7.638823      7.4821388E-26
    7.715211      7.3493960E-26
    7.792363      8.4152983E-26
    7.870286      8.2904876E-26
    7.948989      8.3714640E-26
    8.028479      9.1113198E-26
    8.108764      9.7745671E-26
    8.189852      8.6197539E-26
    8.271750      9.7537519E-26
    8.354468      7.3186810E-26
    8.438012      8.1910541E-26
    8.522393      7.2021767E-26
    8.607616      6.7057677E-26
    8.693693      7.0070845E-26
    8.780630      6.2208388E-26
    8.868436      5.7061196E-26
    8.957120      5.5279743E-26
    9.046691      5.6771763E-26
    9.137158      5.3667772E-26
    9.228530      5.0570151E-26
    9.320815      6.3791043E-26
    9.414023      6.1504272E-26
    9.508164      5.6124328E-26
    9.603245      5.0793845E-26
    9.699278      5.0821197E-26
    9.796270      7.5535135E-26
    9.894233      5.9051920E-26
    9.993175      7.2918978E-26
   10.093107      6.1657548E-26
   10.194038      6.7733475E-26
   10.295979      8.7092333E-26
   10.398938      8.6114372E-26
   10.502928      9.1748636E-26
   10.607957      1.5029580E-25
   10.714037      1.0899112E-25
   10.821177      1.4694301E-25
   10.929389      1.2560589E-25
   11.038683      1.2703364E-25
   11.149070      1.3535371E-25
   11.260560      1.3881290E-25
   11.373166      1.5293886E-25
   11.486898      1.9502289E-25
   11.601766      1.2211742E-25
   11.717784      1.9018659E-25
   11.834962      1.5515733E-25
   11.953312      2.1925934E-25
   12.072845      2.2271220E-25
   12.193573      1.8147014E-25
   12.315509      2.4193617E-25
   12.438664      3.1528553E-25
   12.563051      2.4971589E-25
   12.688681      2.7110349E-25
   12.815568      2.5550782E-25
   12.943724      2.9870899E-25
   13.073161      2.8742645E-25
   13.203892      3.8763656E-25
   13.335931      3.0480319E-25
   13.469291      3.0699458E-25
   13.603984      3.7277802E-25
   13.740023      3.6781090E-25
   13.877424      3.5200576E-25
   14.016198      2.8284810E-25
   14.156360      3.3882090E-25
   14.297924      3.3937088E-25
   14.440903      3.1594845E-25
   14.585312      4.5186906E-25
   14.731165      4.3500590E-25
   14.878477      3.8758516E-25
   15.027261      4.0619764E-25
   15.177534      2.8856736E-25
   15.329309      5.3453421E-25
   15.482602      4.4468118E-25
   15.637428      4.5982525E-25
   15.793803      2.6342105E-25
   15.951741      4.6688047E-25
   16.111258      5.4309063E-25
   16.272371      3.0064498E-25
   16.435094      3.4127940E-25
   16.599445      3.1636360E-25
   16.765440      3.9326486E-25
   16.933094      2.9949682E-25
   17.102425      4.3193112E-25
   17.273449      6.3427978E-25
   17.446184      3.2512331E-25
   17.620646      5.2298811E-25
