# Pressure:     1.000E+01 Ba
# Temperature:   1700.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.3046764E-27
    0.505000      1.5035427E-27
    0.510050      1.7387516E-27
    0.515150      2.0423986E-27
    0.520302      2.4403077E-27
    0.525505      2.9553833E-27
    0.530760      3.6782045E-27
    0.536068      4.5500460E-27
    0.541428      5.8462705E-27
    0.546843      7.7394766E-27
    0.552311      1.0710673E-26
    0.557834      1.5757749E-26
    0.563413      2.5366380E-26
    0.569047      4.7094263E-26
    0.574737      1.1345337E-25
    0.580484      5.8001828E-25
    0.586289      2.2976649E-22
    0.592152      3.5285149E-25
    0.598074      9.3815112E-26
    0.604054      4.3434002E-26
    0.610095      2.5334259E-26
    0.616196      1.6849048E-26
    0.622358      1.2248310E-26
    0.628582      9.5092932E-27
    0.634867      7.7385402E-27
    0.641216      6.5569951E-27
    0.647628      5.7468701E-27
    0.654104      5.2097458E-27
    0.660645      4.8749683E-27
    0.667252      4.7104019E-27
    0.673924      4.7206595E-27
    0.680664      4.8850701E-27
    0.687470      5.6644932E-27
    0.694345      5.8916374E-27
    0.701288      6.6462506E-27
    0.708301      7.7870859E-27
    0.715384      1.0144787E-26
    0.722538      1.3228908E-26
    0.729764      1.8807277E-26
    0.737061      2.9600835E-26
    0.744432      5.5460312E-26
    0.751876      1.4578189E-25
    0.759395      1.3448507E-24
    0.766989      4.0672414E-23
    0.774659      2.9669550E-25
    0.782405      8.4038730E-26
    0.790229      4.0406279E-26
    0.798132      2.3851604E-26
    0.806113      1.6476513E-26
    0.814174      1.3929316E-26
    0.822316      9.0360874E-27
    0.830539      7.2692515E-27
    0.838844      5.9984035E-27
    0.847233      4.9448770E-27
    0.855705      4.0803690E-27
    0.864262      3.4981825E-27
    0.872905      3.0347747E-27
    0.881634      2.9897076E-27
    0.890450      3.8565384E-27
    0.899355      2.7756396E-27
    0.908348      3.3294407E-27
    0.917432      4.4543267E-27
    0.926606      1.3035651E-26
    0.935872      8.1254049E-27
    0.945231      1.9203093E-26
    0.954683      1.0825807E-26
    0.964230      9.4898331E-27
    0.973872      8.2926686E-27
    0.983611      6.4737503E-27
    0.993447      5.3699850E-27
    1.003382      4.3572815E-27
    1.013416      3.6124488E-27
    1.023550      2.9756828E-27
    1.033785      2.3650089E-27
    1.044123      2.0463974E-27
    1.054564      1.8396526E-27
    1.065110      1.7457984E-27
    1.075761      1.8368633E-27
    1.086519      5.4875511E-27
    1.097384      1.4398763E-26
    1.108358      2.6495111E-26
    1.119441      1.8725188E-26
    1.130636      2.6808428E-26
    1.141942      1.9735714E-26
    1.153361      2.1460223E-26
    1.164895      3.4807654E-26
    1.176544      1.9840296E-26
    1.188309      1.4495642E-26
    1.200192      1.0810993E-26
    1.212194      8.0476916E-27
    1.224316      6.4469082E-27
    1.236560      6.9168057E-27
    1.248925      8.8445185E-27
    1.261414      4.6985608E-27
    1.274028      5.1952925E-27
    1.286769      6.2736704E-27
    1.299636      7.7749344E-27
    1.312633      1.1991624E-26
    1.325759      9.3551982E-25
    1.339017      3.8063216E-25
    1.352407      2.7126226E-25
    1.365931      1.5678905E-25
    1.379590      2.3788434E-25
    1.393386      2.4236281E-25
    1.407320      3.0011478E-25
    1.421393      2.7451330E-25
    1.435607      2.3912077E-25
    1.449963      2.0092975E-25
    1.464463      1.5834859E-25
    1.479108      1.2409893E-25
    1.493899      1.0127434E-25
    1.508838      8.4069661E-26
    1.523926      6.6303390E-26
    1.539165      5.1127813E-26
    1.554557      4.0366483E-26
    1.570102      3.1316494E-26
    1.585803      2.5391998E-26
    1.601662      2.4695135E-26
    1.617678      2.4860389E-26
    1.633855      2.1225369E-26
    1.650193      1.8595633E-26
    1.666695      2.1161235E-26
    1.683362      2.2781103E-26
    1.700196      3.0523021E-26
    1.717198      5.5120867E-26
    1.734370      1.0140910E-25
    1.751714      1.7537811E-25
    1.769231      2.8635556E-25
    1.786923      3.9092257E-25
    1.804792      5.1213429E-25
    1.822840      4.2742855E-25
    1.841069      5.4301022E-25
    1.859479      5.4176600E-25
    1.878074      3.2436684E-25
    1.896855      2.8342095E-25
    1.915823      3.5639807E-25
    1.934982      4.0530506E-25
    1.954331      4.4147446E-25
    1.973875      3.9045126E-25
    1.993613      3.1742975E-25
    2.013550      2.3355775E-25
    2.033685      1.8079851E-25
    2.054022      1.2970631E-25
    2.074562      9.0782629E-26
    2.095308      6.4355001E-26
    2.116261      5.0177147E-26
    2.137423      4.4535268E-26
    2.158798      4.7848626E-26
    2.180386      6.0188712E-26
    2.202190      8.2447715E-26
