# Pressure:     3.000E+00 Ba
# Temperature:    450.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      4.4077389E-29
    0.505000      3.7393059E-29
    0.510050      1.0958030E-29
    0.515150      1.2144344E-30
    0.520302      2.5421259E-30
    0.525505      2.7239469E-30
    0.530760      1.0212667E-30
    0.536068      1.0701478E-29
    0.541428      2.1064450E-29
    0.546843      9.9554963E-30
    0.552311      1.5248696E-30
    0.557834      1.4949046E-30
    0.563413      1.7124639E-29
    0.569047      2.8738568E-29
    0.574737      2.2344045E-29
    0.580484      1.7620766E-29
    0.586289      3.2669805E-28
    0.592152      2.5614850E-28
    0.598074      7.5478160E-29
    0.604054      9.4710433E-30
    0.610095      1.0282134E-30
    0.616196      4.4202433E-31
    0.622358      2.8808170E-29
    0.628582      2.6502554E-29
    0.634867      2.6551190E-29
    0.641216      1.2888935E-28
    0.647628      1.6069677E-28
    0.654104      1.3111051E-28
    0.660645      2.8411428E-29
    0.667252      3.4591373E-30
    0.673924      3.0999519E-30
    0.680664      1.4470428E-29
    0.687470      3.8753131E-28
    0.694345      3.0338730E-28
    0.701288      3.2559879E-28
    0.708301      2.6557264E-28
    0.715384      2.7500090E-27
    0.722538      2.2987022E-27
    0.729764      9.1547206E-28
    0.737061      2.5348013E-28
    0.744432      4.2551298E-29
    0.751876      7.9120915E-30
    0.759395      2.2139047E-30
    0.766989      1.6370012E-30
    0.774659      1.1797667E-29
    0.782405      2.5022925E-28
    0.790229      2.0676163E-28
    0.798132      2.8817759E-28
    0.806113      1.7234783E-27
    0.814174      2.0115057E-27
    0.822316      2.0611164E-27
    0.830539      1.3452674E-27
    0.838844      5.2305592E-28
    0.847233      4.5924116E-28
    0.855705      4.2379311E-28
    0.864262      6.0759965E-28
    0.872905      9.6027526E-28
    0.881634      2.2605747E-27
    0.890450      1.4762867E-26
    0.899355      9.1768333E-27
    0.908348      6.9439295E-27
    0.917432      3.5369764E-27
    0.926606      5.6715895E-26
    0.935872      3.0685482E-26
    0.945231      4.6756283E-26
    0.954683      2.4040309E-26
    0.964230      7.4427261E-27
    0.973872      6.4510262E-27
    0.983611      4.6830883E-27
    0.993447      4.5010696E-27
