# Pressure:     1.000E-03 Ba
# Temperature:   2150.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      5.3510306E-30
    0.505000      4.9036916E-30
    0.510050      5.3508731E-30
    0.515150      3.3517246E-30
    0.520302      2.4661386E-30
    0.525505      2.8218847E-30
    0.530760      5.4069385E-30
    0.536068      3.8772716E-30
    0.541428      4.7112274E-30
    0.546843      4.5287175E-30
    0.552311      3.9496355E-30
    0.557834      3.4348512E-30
    0.563413      3.5196426E-29
    0.569047      8.1581221E-30
    0.574737      1.6580432E-29
    0.580484      6.0557137E-29
    0.586289      6.3624982E-24
    0.592152      6.1457105E-29
    0.598074      4.5807798E-29
    0.604054      3.3548060E-29
    0.610095      2.9726913E-29
    0.616196      3.0083731E-29
    0.622358      3.2702438E-29
    0.628582      2.7750224E-29
    0.634867      2.8876424E-29
    0.641216      5.5850207E-29
    0.647628      6.2472315E-29
    0.654104      6.2714000E-29
    0.660645      5.8174662E-29
    0.667252      4.8743497E-29
    0.673924      5.1102273E-29
    0.680664      4.2982404E-29
    0.687470      1.8208528E-28
    0.694345      8.5743653E-29
    0.701288      1.2362705E-28
    0.708301      1.8785024E-28
    0.715384      5.2220709E-28
    0.722538      4.3946664E-28
    0.729764      4.7058987E-28
    0.737061      4.1523572E-28
    0.744432      4.3563334E-28
    0.751876      4.0476864E-28
    0.759395      3.1089860E-28
    0.766989      2.9366007E-25
    0.774659      2.4589400E-28
    0.782405      2.6385010E-28
    0.790229      2.3937583E-28
    0.798132      3.1037360E-28
    0.806113      1.0751256E-27
    0.814174      2.2467894E-27
    0.822316      8.8611000E-28
    0.830539      8.6333200E-28
    0.838844      9.7872274E-28
    0.847233      9.3141523E-28
    0.855705      7.2623582E-28
    0.864262      6.2253005E-28
    0.872905      5.5605974E-28
    0.881634      7.3560341E-28
    0.890450      1.6873469E-27
    0.899355      9.6241529E-28
    0.908348      1.7844460E-27
    0.917432      2.9728480E-27
    0.926606      1.0247140E-26
    0.935872      6.7146292E-27
    0.945231      1.8868464E-26
    0.954683      8.8849515E-27
    0.964230      9.4006622E-27
    0.973872      9.3438907E-27
    0.983611      7.2027244E-27
    0.993447      6.0359842E-27
    1.003382      5.1596189E-27
    1.013416      4.6178501E-27
    1.023550      4.0905162E-27
    1.033785      3.2578771E-27
    1.044123      2.7417547E-27
    1.054564      2.4086392E-27
    1.065110      2.2262030E-27
    1.075761      2.2859662E-27
    1.086519      6.8858560E-27
    1.097384      1.4820786E-26
    1.108358      2.5587227E-26
    1.119441      1.9122869E-26
    1.130636      2.6899208E-26
    1.141942      2.2180181E-26
    1.153361      2.3179248E-26
    1.164895      2.7585422E-26
    1.176544      2.3540920E-26
    1.188309      2.1389068E-26
    1.200192      1.7558133E-26
    1.212194      1.4046921E-26
    1.224316      1.2216708E-26
    1.236560      1.0392572E-26
    1.248925      9.5874885E-27
    1.261414      9.5247170E-27
    1.274028      9.0506676E-27
    1.286769      9.2867787E-27
    1.299636      1.1544530E-26
    1.312633      1.6728737E-26
    1.325759      6.7024745E-25
    1.339017      4.5954393E-25
    1.352407      2.3900317E-25
    1.365931      1.6096400E-25
    1.379590      2.1556777E-25
    1.393386      2.4526514E-25
    1.407320      3.2132417E-25
    1.421393      2.9974502E-25
    1.435607      2.6745973E-25
    1.449963      2.5922781E-25
    1.464463      2.1181316E-25
    1.479108      1.7726660E-25
    1.493899      1.4949455E-25
    1.508838      1.3335220E-25
    1.523926      1.1204751E-25
    1.539165      9.7064942E-26
    1.554557      8.1924082E-26
    1.570102      6.6706493E-26
    1.585803      5.4854906E-26
    1.601662      4.5868143E-26
    1.617678      3.9695082E-26
    1.633855      3.2856366E-26
    1.650193      2.8231713E-26
    1.666695      2.4485408E-26
    1.683362      2.9563727E-26
