# Pressure:     3.000E-04 Ba
# Temperature:     75.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.3658872E-31
    0.505000      1.3109386E-31
    0.510050      1.2582326E-31
    0.515150      1.2076757E-31
    0.520302      1.1591785E-31
    0.525505      1.1126555E-31
    0.530760      1.0680247E-31
    0.536068      1.0252077E-31
    0.541428      9.8412928E-32
    0.546843      9.4471766E-32
    0.552311      9.0690392E-32
    0.557834      8.7062213E-32
    0.563413      8.3580914E-32
    0.569047      8.0240447E-32
    0.574737      7.7035017E-32
    0.580484      7.3959077E-32
    0.586289      7.1007309E-32
    0.592152      6.8174621E-32
    0.598074      6.5456135E-32
    0.604054      6.2847175E-32
    0.610095      6.0343262E-32
    0.616196      5.7940104E-32
    0.622358      5.5633588E-32
    0.628582      5.3419773E-32
    0.634867      5.1294881E-32
    0.641216      4.9255291E-32
    0.647628      4.7297533E-32
    0.654104      4.6072872E-32
    0.660645      4.3614344E-32
    0.667252      4.1882668E-32
    0.673924      4.0220321E-32
    0.680664      3.8624495E-32
    0.687470      3.7092495E-32
    0.694345      3.5621738E-32
    0.701288      3.4209749E-32
    0.708301      3.2854153E-32
    0.715384      3.1552672E-32
    0.722538      3.0303123E-32
    0.729764      2.9327252E-32
    0.737061      2.7951529E-32
    0.744432      2.6845549E-32
    0.751876      2.5783624E-32
    0.759395      2.4763983E-32
    0.766989      2.3784925E-32
    0.774659      2.2844819E-32
    0.782405      2.1942102E-32
    0.790229      2.1075273E-32
    0.798132      2.0242893E-32
    0.806113      1.9443580E-32
    0.814174      1.8676010E-32
    0.822316      2.4056269E-31
    0.830539      7.5735544E-29
    0.838844      3.7342499E-28
    0.847233      2.6993456E-28
    0.855705      4.0017967E-28
    0.864262      4.3015942E-28
    0.872905      9.2454229E-28
    0.881634      1.3423293E-27
    0.890450      2.0165297E-26
    0.899355      6.8727465E-27
    0.908348      2.0261135E-28
    0.917432      1.7658018E-28
    0.926606      7.3642582E-28
    0.935872      2.0473990E-28
    0.945231      8.4829253E-29
    0.954683      1.7064575E-28
    0.964230      6.5204554E-28
    0.973872      7.3073704E-28
    0.983611      5.5923501E-27
    0.993447      4.6836121E-27
    1.003382      3.8826298E-27
    1.013416      8.3672163E-27
    1.023550      2.0642464E-26
    1.033785      5.9703115E-27
    1.044123      6.4382613E-28
    1.054564      5.7173073E-28
    1.065110      6.5736588E-28
    1.075761      1.4807994E-27
    1.086519      6.4632555E-28
    1.097384      7.5669126E-28
    1.108358      6.4661233E-28
    1.119441      1.0063354E-26
    1.130636      1.7790809E-26
    1.141942      3.1554612E-27
    1.153361      1.6113795E-26
    1.164895      1.0423846E-25
    1.176544      1.6638017E-26
    1.188309      8.5099491E-27
    1.200192      2.7674094E-26
    1.212194      2.5003974E-26
    1.224316      6.1578099E-27
    1.236560      4.7376807E-28
    1.248925      7.7726340E-28
    1.261414      2.1783969E-27
    1.274028      7.9030080E-28
    1.286769      6.3773248E-27
    1.299636      1.4014112E-26
    1.312633      1.1798424E-26
    1.325759      1.3241848E-26
    1.339017      1.4515334E-26
    1.352407      6.9133829E-26
    1.365931      4.1960332E-26
    1.379590      3.8838748E-26
    1.393386      1.0401343E-25
    1.407320      3.3353869E-26
    1.421393      6.1674091E-27
    1.435607      8.7529404E-27
    1.449963      1.4455745E-26
    1.464463      2.3722435E-26
    1.479108      5.9119088E-26
    1.493899      1.9106450E-25
    1.508838      2.0254232E-25
    1.523926      4.8198215E-26
    1.539165      5.9493304E-27
    1.554557      4.9344624E-27
    1.570102      3.7797525E-27
    1.585803      7.3496425E-28
    1.601662      2.6192323E-28
    1.617678      1.8500352E-27
    1.633855      3.7084500E-26
    1.650193      1.0507098E-25
    1.666695      3.8384388E-26
    1.683362      3.0532282E-26
    1.700196      2.1651519E-25
    1.717198      1.3930415E-25
    1.734370      1.8942169E-26
    1.751714      1.9358593E-26
    1.769231      1.0997129E-25
    1.786923      1.0115595E-25
    1.804792      1.5199016E-26
    1.822840      4.5270411E-27
    1.841069      1.1372798E-26
    1.859479      1.6602732E-27
    1.878074      4.4280161E-28
    1.896855      7.9308745E-28
    1.915823      5.7292251E-27
    1.934982      4.5344946E-26
    1.954331      2.5095526E-25
    1.973875      2.5345388E-25
    1.993613      9.0494296E-26
    2.013550      2.2049648E-26
    2.033685      6.1289449E-27
    2.054022      1.4289380E-27
    2.074562      4.1710518E-28
    2.095308      9.7517701E-29
    2.116261      4.8106141E-29
    2.137423      3.4522934E-28
    2.158798      6.3121895E-26
    2.180386      1.8777152E-26
    2.202190      5.0215964E-26
    2.224211      1.3652206E-25
    2.246454      2.9552672E-25
    2.268918      9.7137394E-25
    2.291607      2.6391314E-24
    2.314523      7.3825072E-25
    2.337669      6.8095560E-25
    2.361045      8.1297125E-25
    2.384656      8.9132855E-26
    2.408502      7.3441573E-26
    2.432587      2.5752681E-26
    2.456913      1.1507719E-26
    2.481482      9.8480777E-27
    2.506297      1.8391822E-26
    2.531360      1.8159599E-26
    2.556674      1.1455211E-25
    2.582240      4.0772992E-26
    2.608063      1.1951892E-27
    2.634143      2.2721182E-28
    2.660485      3.3642341E-29
    2.687090      3.5143487E-30
    2.713961      2.0629451E-30
    2.741100      1.3020725E-29
    2.768511      1.6248326E-28
    2.796196      2.3231941E-27
    2.824158      2.7867026E-26
    2.852400      9.0066072E-26
    2.880924      2.3613595E-25
    2.909733      1.6796192E-25
    2.938830      2.4731402E-25
    2.968219      1.0566102E-25
    2.997901      8.2133864E-26
    3.027880      1.1974943E-25
    3.058159      7.4920658E-26
    3.088740      1.1836497E-25
    3.119628      2.9340230E-26
    3.150824      9.7380897E-27
    3.182332      8.1173121E-26
    3.214156      5.4530789E-25
    3.246297      3.4423000E-24
    3.278760      2.8325402E-24
    3.311548      7.3779017E-25
    3.344663      9.9217732E-25
    3.378110      2.8014129E-25
    3.411891      1.6808167E-25
    3.446010      1.6637870E-25
    3.480470      2.6176204E-25
    3.515275      2.7246269E-25
    3.550427      3.9100570E-25
    3.585932      3.5426643E-26
    3.621791      1.5774203E-26
    3.658009      6.9258187E-27
    3.694589      4.2189198E-26
    3.731535      2.4951288E-26
    3.768850      2.4754309E-26
    3.806539      1.0576023E-26
    3.844604      2.3375839E-26
    3.883050      1.1315599E-26
    3.921881      7.5931518E-27
    3.961099      2.8322207E-27
    4.000710      1.3586456E-27
    4.040718      7.7495968E-28
    4.081125      1.3105163E-27
    4.121936      4.0789838E-28
    4.163155      4.3812528E-30
    4.204787      1.1260031E-28
    4.246835      3.3473277E-28
    4.289303      7.6964557E-29
    4.332196      7.4072033E-29
    4.375518      1.1235973E-29
    4.419273      4.3598756E-30
    4.463466      5.5205507E-31
    4.508101      1.7105257E-31
    4.553182      2.2137667E-32
    4.598714      2.8244359E-33
    4.644701      1.2726274E-33
    4.691148      1.5027944E-33
    4.738059      1.6607199E-33
    4.785440      5.4158753E-33
    4.833294      7.0159220E-33
    4.881627      5.7861869E-32
    4.930443      3.2579519E-31
    4.979748      2.0924665E-31
