# Pressure:     1.000E-05 Ba
# Temperature:    180.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      4.1210921E-29
    0.505000      3.4900031E-29
    0.510050      1.4439481E-30
    0.515150      1.5179644E-31
    0.520302      2.0703017E-30
    0.525505      2.5445101E-30
    0.530760      4.2123730E-31
    0.536068      5.7769944E-30
    0.541428      2.6624171E-29
    0.546843      3.6718790E-30
    0.552311      1.4307553E-31
    0.557834      1.0549968E-30
    0.563413      7.3788239E-30
    0.569047      3.0329237E-29
    0.574737      9.6318384E-30
    0.580484      6.4444504E-30
    0.586289      3.3771941E-28
    0.592152      1.8557916E-28
    0.598074      1.0453410E-29
    0.604054      3.9758114E-31
    0.610095      6.4167638E-32
    0.616196      5.9214129E-32
    0.622358      1.3192814E-29
    0.628582      2.0265594E-29
    0.634867      1.0358484E-29
    0.641216      4.3316175E-29
    0.647628      1.3543928E-28
    0.654104      4.4177575E-29
    0.660645      3.2015017E-30
    0.667252      1.0454056E-31
    0.673924      4.5047584E-31
    0.680664      9.5224284E-30
    0.687470      1.6162121E-28
    0.694345      3.4254329E-28
    0.701288      1.6359290E-28
    0.708301      1.1383738E-28
    0.715384      2.3754975E-27
    0.722538      2.0132752E-27
    0.729764      2.2666882E-28
    0.737061      2.6060486E-29
    0.744432      2.3107741E-30
    0.751876      8.7162999E-31
    0.759395      6.7836304E-32
    0.766989      6.8055615E-32
    0.774659      6.1671113E-31
    0.782405      7.8712275E-29
    0.790229      1.2112362E-28
    0.798132      1.6270589E-28
    0.806113      3.9040038E-28
    0.814174      1.0679946E-27
    0.822316      1.0093376E-27
    0.830539      2.9076148E-28
    0.838844      3.6303496E-28
    0.847233      2.9902911E-28
    0.855705      3.5105075E-28
    0.864262      4.8455388E-28
    0.872905      8.5552189E-28
    0.881634      1.2838089E-27
    0.890450      1.7673916E-26
    0.899355      1.0095573E-26
    0.908348      3.6786386E-27
    0.917432      1.2896435E-27
    0.926606      2.9093849E-26
    0.935872      1.8955452E-26
    0.945231      1.5411690E-26
    0.954683      7.0580359E-27
    0.964230      3.1027585E-27
    0.973872      2.6719303E-27
    0.983611      4.8007389E-27
    0.993447      4.8400537E-27
