# Pressure:     3.000E-05 Ba
# Temperature:    250.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      4.2200712E-29
    0.505000      3.5615704E-29
    0.510050      3.2044435E-30
    0.515150      2.2055555E-31
    0.520302      2.5372152E-30
    0.525505      2.6388837E-30
    0.530760      6.7359896E-31
    0.536068      7.4079414E-30
    0.541428      2.4279138E-29
    0.546843      5.3863231E-30
    0.552311      2.6259867E-31
    0.557834      1.1925895E-30
    0.563413      1.0626494E-29
    0.569047      3.2146278E-29
    0.574737      1.4412565E-29
    0.580484      8.9477275E-30
    0.586289      3.2741926E-28
    0.592152      2.0507715E-28
    0.598074      2.2869959E-29
    0.604054      8.3265877E-31
    0.610095      9.1088168E-32
    0.616196      7.0317199E-32
    0.622358      1.8660049E-29
    0.628582      2.0965508E-29
    0.634867      1.4800281E-29
    0.641216      6.5411438E-29
    0.647628      1.3350007E-28
    0.654104      7.3074071E-29
    0.660645      6.5742458E-30
    0.667252      3.0749598E-31
    0.673924      9.1571077E-31
    0.680664      1.0076018E-29
    0.687470      2.3920983E-28
    0.694345      3.5526890E-28
    0.701288      2.1731387E-28
    0.708301      1.5198051E-28
    0.715384      2.3845553E-27
    0.722538      2.0908848E-27
    0.729764      3.2573872E-28
    0.737061      5.8033346E-29
    0.744432      4.3052996E-30
    0.751876      1.3322609E-30
    0.759395      2.0083495E-31
    0.766989      2.0424530E-31
    0.774659      1.4101674E-30
    0.782405      1.1712842E-28
    0.790229      1.4823229E-28
    0.798132      2.0546987E-28
    0.806113      6.8679371E-28
    0.814174      1.1160838E-27
    0.822316      1.0581916E-27
    0.830539      5.0033593E-28
    0.838844      3.6045332E-28
    0.847233      3.2541959E-28
    0.855705      3.4564521E-28
    0.864262      5.0189449E-28
    0.872905      8.5191736E-28
    0.881634      1.3629674E-27
    0.890450      1.6395168E-26
    0.899355      1.0089893E-26
    0.908348      4.7697021E-27
    0.917432      1.6338611E-27
    0.926606      3.8367242E-26
    0.935872      1.9391016E-26
    0.945231      2.1251818E-26
    0.954683      1.1165530E-26
    0.964230      3.7528633E-27
    0.973872      3.4731989E-27
    0.983611      4.6523477E-27
    0.993447      4.7551939E-27
    1.003382      4.3721723E-27
    1.013416      9.6731426E-27
    1.023550      1.4495675E-26
    1.033785      8.5684921E-27
    1.044123      2.6048507E-27
    1.054564      7.0569383E-28
    1.065110      1.1153886E-27
    1.075761      1.3483147E-27
    1.086519      1.4055297E-27
    1.097384      2.3432083E-27
    1.108358      1.5966962E-26
    1.119441      5.6965537E-26
    1.130636      7.0314947E-26
    1.141942      3.0672273E-26
    1.153361      5.9996315E-26
    1.164895      8.1474340E-26
    1.176544      3.7090581E-26
    1.188309      1.4493276E-26
    1.200192      1.8721433E-26
    1.212194      2.0748295E-26
    1.224316      9.3244333E-27
    1.236560      1.8646114E-27
    1.248925      2.7455367E-27
    1.261414      1.8362063E-27
    1.274028      3.2697319E-27
    1.286769      1.1662519E-26
    1.299636      1.5905529E-26
    1.312633      2.0766451E-26
    1.325759      3.7678912E-26
    1.339017      8.3572145E-26
    1.352407      6.9268401E-25
    1.365931      4.8377439E-25
    1.379590      6.3327699E-25
    1.393386      4.7768002E-25
    1.407320      1.8744694E-25
    1.421393      1.0667613E-25
    1.435607      9.9362592E-26
    1.449963      4.6034009E-26
    1.464463      7.8180643E-26
    1.479108      1.2469658E-25
    1.493899      2.0084564E-25
    1.508838      2.1581156E-25
    1.523926      9.1778151E-26
    1.539165      4.4150619E-26
    1.554557      1.0483575E-26
    1.570102      4.7571558E-27
    1.585803      2.8633489E-27
    1.601662      2.7857217E-27
    1.617678      2.3478018E-26
    1.633855      1.3169080E-25
    1.650193      1.0388640E-25
    1.666695      8.2745709E-26
    1.683362      1.1270986E-25
    1.700196      1.6533006E-25
    1.717198      1.2807289E-25
    1.734370      7.1570763E-26
    1.751714      3.7836646E-26
    1.769231      8.3258327E-26
    1.786923      1.1792602E-25
    1.804792      1.9115856E-25
    1.822840      4.5196238E-25
    1.841069      6.0096784E-25
    1.859479      9.8351786E-25
    1.878074      1.6585482E-25
    1.896855      4.1641860E-25
    1.915823      2.6794007E-25
    1.934982      2.5536105E-25
    1.954331      3.3062334E-25
    1.973875      3.0628146E-25
    1.993613      2.5523119E-25
    2.013550      1.1657297E-25
    2.033685      2.7138698E-26
    2.054022      9.8139634E-27
    2.074562      2.9549143E-27
    2.095308      7.1809653E-28
    2.116261      3.1404616E-27
    2.137423      1.7675649E-26
    2.158798      9.3347153E-26
    2.180386      1.3460711E-25
    2.202190      3.1339747E-25
    2.224211      7.1042529E-25
    2.246454      1.2073151E-24
    2.268918      1.3783502E-24
    2.291607      1.4884621E-24
    2.314523      1.1823620E-24
    2.337669      1.5234292E-24
    2.361045      1.6194271E-24
    2.384656      5.1180109E-25
    2.408502      2.4393352E-25
    2.432587      1.1482983E-25
    2.456913      6.5497611E-26
    2.481482      7.8813779E-26
    2.506297      2.2630214E-25
    2.531360      5.8854290E-25
    2.556674      3.1807539E-24
    2.582240      4.5974905E-24
    2.608063      2.8643742E-24
    2.634143      1.7769913E-24
    2.660485      6.5032055E-24
    2.687090      2.3855488E-24
    2.713961      1.7240166E-24
    2.741100      2.8569793E-24
    2.768511      1.1262619E-24
    2.796196      5.8614712E-25
    2.824158      7.4611063E-25
    2.852400      5.1543277E-25
