# Pressure:     3.000E+00 Ba
# Temperature:    800.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      3.5618994E-29
    0.505000      2.6848018E-29
    0.510050      1.8455654E-29
    0.515150      5.0317679E-30
    0.520302      3.1185717E-30
    0.525505      2.7691908E-30
    0.530760      2.1043720E-30
    0.536068      1.1623356E-29
    0.541428      1.6333568E-29
    0.546843      1.3623319E-29
    0.552311      6.4002924E-30
    0.557834      4.8727202E-30
    0.563413      2.4347496E-29
    0.569047      2.7881348E-29
    0.574737      4.1550529E-29
    0.580484      1.1501694E-28
    0.586289      4.3022433E-26
    0.592152      2.5721949E-28
    0.598074      1.3345240E-28
    0.604054      4.5120892E-29
    0.610095      1.3048193E-29
    0.616196      6.7665426E-30
    0.622358      3.4977057E-29
    0.628582      2.5647961E-29
    0.634867      3.4636183E-29
    0.641216      1.5496407E-28
    0.647628      1.3159855E-28
    0.654104      1.4393577E-28
    0.660645      6.9564946E-29
    0.667252      1.9204180E-29
    0.673924      1.1484602E-29
    0.680664      1.7029568E-29
    0.687470      4.5923396E-28
    0.694345      2.0999008E-28
    0.701288      3.2564044E-28
    0.708301      4.1473487E-28
    0.715384      1.9710045E-27
    0.722538      1.7630037E-27
    0.729764      1.2602339E-27
    0.737061      6.0353750E-28
    0.744432      2.1656211E-28
    0.751876      7.3143349E-29
    0.759395      2.9525640E-29
    0.766989      1.7547121E-29
    0.774659      4.5742502E-29
    0.782405      2.3972909E-28
    0.790229      1.9508331E-28
    0.798132      3.1284449E-28
    0.806113      2.4772749E-27
    0.814174      1.4897816E-27
    0.822316      1.7273430E-27
    0.830539      2.0218359E-27
    0.838844      1.2806396E-27
    0.847233      9.6330478E-28
    0.855705      7.8770316E-28
    0.864262      1.0082368E-27
    0.872905      1.2713008E-27
    0.881634      3.8740331E-27
    0.890450      1.1095839E-26
    0.899355      7.1245797E-27
    0.908348      7.1007256E-27
    0.917432      6.1123958E-27
    0.926606      4.5408310E-26
    0.935872      2.2343519E-26
    0.945231      5.9388370E-26
    0.954683      2.9020446E-26
