# Pressure:     1.000E-05 Ba
# Temperature:    320.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      4.3863497E-29
    0.505000      3.4338936E-29
    0.510050      6.2486233E-30
    0.515150      3.4400924E-31
    0.520302      2.2711497E-30
    0.525505      2.7532184E-30
    0.530760      8.2142082E-31
    0.536068      8.5388018E-30
    0.541428      2.2348566E-29
    0.546843      6.9959566E-30
    0.552311      6.0718565E-31
    0.557834      1.3049564E-30
    0.563413      1.3117753E-29
    0.569047      3.0496146E-29
    0.574737      1.7583782E-29
    0.580484      1.1676507E-29
    0.586289      3.1231900E-28
    0.592152      2.0875909E-28
    0.598074      4.4130222E-29
    0.604054      2.2495401E-30
    0.610095      1.8181773E-31
    0.616196      1.3736816E-31
    0.622358      2.1791015E-29
    0.628582      2.1429440E-29
    0.634867      2.0110633E-29
    0.641216      8.2284087E-29
    0.647628      1.4075303E-28
    0.654104      9.2736647E-29
    0.660645      1.1953558E-29
    0.667252      8.5453908E-31
    0.673924      1.4859413E-30
    0.680664      1.0856130E-29
    0.687470      2.7102365E-28
    0.694345      3.1997880E-28
    0.701288      2.5543219E-28
    0.708301      1.8644977E-28
    0.715384      2.3900434E-27
    0.722538      2.0301963E-27
    0.729764      5.1075754E-28
    0.737061      1.1396856E-28
    0.744432      1.0581802E-29
    0.751876      2.1776072E-30
    0.759395      5.3223954E-31
    0.766989      4.2738806E-31
    0.774659      3.2477596E-30
    0.782405      1.4863683E-28
    0.790229      1.5503438E-28
    0.798132      2.2473379E-28
    0.806113      1.0065226E-27
    0.814174      1.1177607E-27
    0.822316      1.1177951E-27
    0.830539      7.4158766E-28
    0.838844      3.7409818E-28
    0.847233      3.2906181E-28
    0.855705      2.8677617E-28
    0.864262      3.3762043E-28
    0.872905      4.4507754E-28
    0.881634      9.5429281E-28
    0.890450      1.5234791E-26
    0.899355      9.6356636E-27
    0.908348      5.7108132E-27
    0.917432      1.7210718E-27
    0.926606      4.2620204E-26
    0.935872      2.0449084E-26
    0.945231      2.6471927E-26
    0.954683      1.5953437E-26
    0.964230      4.4249347E-27
    0.973872      3.3213011E-27
    0.983611      2.5604586E-27
    0.993447      2.7384458E-27
    1.003382      2.8947732E-27
    1.013416      2.8969622E-27
    1.023550      3.2141682E-27
    1.033785      1.3120624E-27
    1.044123      4.4427231E-28
    1.054564      1.5836904E-28
    1.065110      2.2201477E-28
    1.075761      3.7713468E-28
    1.086519      1.1005259E-27
    1.097384      2.8713252E-27
    1.108358      2.5884211E-26
    1.119441      6.0476505E-26
    1.130636      7.2255551E-26
    1.141942      3.5004918E-26
    1.153361      6.7150047E-26
    1.164895      7.5665736E-26
    1.176544      3.4026250E-26
    1.188309      8.0520298E-27
    1.200192      3.6451037E-27
    1.212194      2.8831216E-27
    1.224316      1.4214439E-27
    1.236560      4.3106818E-28
    1.248925      3.9702937E-28
    1.261414      2.4601619E-28
    1.274028      6.3667029E-28
    1.286769      2.2378211E-27
    1.299636      5.5396443E-27
    1.312633      1.2266233E-26
    1.325759      3.9597992E-26
    1.339017      1.4571921E-25
    1.352407      8.0570433E-25
    1.365931      5.0169418E-25
    1.379590      7.3854517E-25
    1.393386      6.1696312E-25
    1.407320      3.1118414E-25
    1.421393      1.5532528E-25
    1.435607      1.1352049E-25
    1.449963      4.4225465E-26
    1.464463      5.4317222E-26
    1.479108      3.7210232E-26
    1.493899      2.3388101E-26
    1.508838      2.2710630E-26
    1.523926      1.0766117E-26
    1.539165      6.1714483E-27
    1.554557      2.6966139E-27
    1.570102      8.9627418E-28
    1.585803      5.9488568E-28
    1.601662      2.5802903E-27
    1.617678      3.5354781E-26
    1.633855      1.1346143E-25
    1.650193      7.9633855E-26
    1.666695      8.0807896E-26
    1.683362      1.1220243E-25
    1.700196      1.4320233E-25
    1.717198      1.1455724E-25
    1.734370      7.8559114E-26
    1.751714      5.1094395E-26
    1.769231      8.8046650E-26
    1.786923      1.6259912E-25
    1.804792      3.1509182E-25
    1.822840      5.5806190E-25
    1.841069      6.8165456E-25
    1.859479      1.1560271E-24
    1.878074      2.2663805E-25
    1.896855      4.9837743E-25
    1.915823      3.7398131E-25
