# Pressure:     1.000E+00 Ba
# Temperature:   2600.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      1.2379642E-28
    0.505000      1.9401275E-28
    0.510050      2.6418726E-28
    0.515150      1.8410013E-28
    0.520302      2.1291369E-28
    0.525505      2.5268423E-28
    0.530760      7.9751335E-28
    0.536068      3.7375351E-28
    0.541428      4.7382799E-28
    0.546843      6.3476155E-28
    0.552311      8.7812988E-28
    0.557834      1.2849151E-27
    0.563413      4.3318995E-27
    0.569047      3.8179611E-27
    0.574737      9.3546469E-27
    0.580484      4.6996410E-26
    0.586289      1.3283860E-22
    0.592152      2.9204147E-26
    0.598074      7.6172967E-27
    0.604054      3.5371622E-27
    0.610095      2.5211190E-27
    0.616196      1.3918819E-27
    0.622358      1.0204747E-27
    0.628582      7.8492869E-28
    0.634867      6.3735230E-28
    0.641216      5.5932041E-28
    0.647628      5.0153358E-28
    0.654104      4.4419031E-28
    0.660645      4.0592368E-28
    0.667252      3.7391093E-28
    0.673924      3.6274303E-28
    0.680664      3.5513133E-28
    0.687470      4.1146968E-27
    0.694345      4.1585387E-28
    0.701288      4.7609650E-28
    0.708301      5.6768776E-28
    0.715384      9.3003226E-28
    0.722538      1.0092532E-27
    0.729764      1.2849672E-27
    0.737061      1.7027676E-27
    0.744432      2.8347324E-27
    0.751876      6.5879956E-27
    0.759395      5.7040685E-26
    0.766989      1.7618520E-23
    0.774659      1.3046706E-26
    0.782405      3.9818418E-27
    0.790229      2.1363714E-27
    0.798132      1.4426249E-27
    0.806113      1.8367605E-27
    0.814174      1.3047574E-25
    0.822316      1.4516145E-27
    0.830539      1.2656758E-27
    0.838844      1.3839151E-27
    0.847233      1.5683935E-27
    0.855705      1.1707699E-27
    0.864262      1.0605337E-27
    0.872905      1.0032173E-27
    0.881634      1.1600317E-27
    0.890450      1.9394695E-27
    0.899355      1.3058689E-27
    0.908348      2.0874078E-27
    0.917432      3.1681336E-27
    0.926606      9.2556381E-27
    0.935872      6.9861480E-27
    0.945231      1.3442102E-26
    0.954683      8.8791798E-27
    0.964230      9.5895985E-27
    0.973872      1.0545038E-26
    0.983611      8.7895480E-27
    0.993447      7.7402301E-27
    1.003382      7.1155110E-27
    1.013416      7.0183725E-27
    1.023550      6.6229870E-27
    1.033785      5.5476233E-27
    1.044123      4.8565750E-27
    1.054564      4.3348001E-27
    1.065110      4.0713010E-27
    1.075761      4.1851984E-27
    1.086519      9.1981563E-27
    1.097384      1.9048969E-26
    1.108358      2.6291024E-26
    1.119441      2.0754193E-26
    1.130636      3.8824095E-26
    1.141942      2.6598373E-26
    1.153361      2.7130000E-26
    1.164895      1.4075876E-25
    1.176544      3.0238943E-26
    1.188309      2.9062002E-26
    1.200192      2.5966452E-26
    1.212194      2.1823964E-26
    1.224316      2.0352349E-26
    1.236560      3.7403248E-26
    1.248925      6.3699279E-26
    1.261414      1.6954534E-26
    1.274028      1.5245014E-26
    1.286769      1.4484265E-26
    1.299636      1.7590053E-26
    1.312633      2.3974241E-26
    1.325759      8.4495198E-25
    1.339017      3.7609335E-25
    1.352407      2.1609531E-25
    1.365931      1.6371211E-25
    1.379590      2.0850781E-25
    1.393386      2.3833916E-25
    1.407320      3.0404622E-25
    1.421393      2.9193498E-25
    1.435607      2.8113454E-25
    1.449963      2.8296335E-25
    1.464463      2.5859280E-25
    1.479108      2.2616407E-25
    1.493899      1.9989959E-25
    1.508838      1.9626071E-25
    1.523926      1.6550541E-25
    1.539165      1.5337392E-25
    1.554557      1.3645690E-25
    1.570102      1.1738621E-25
    1.585803      1.0079411E-25
    1.601662      8.8178499E-26
    1.617678      7.8180918E-26
    1.633855      6.5868271E-26
    1.650193      5.5710338E-26
    1.666695      4.9319291E-26
    1.683362      5.6555811E-26
    1.700196      7.9085483E-26
    1.717198      1.1967442E-25
    1.734370      1.7753755E-25
    1.751714      2.4739254E-25
    1.769231      3.6016787E-25
    1.786923      4.4486080E-25
    1.804792      5.2721611E-25
    1.822840      4.5867512E-25
    1.841069      6.3229949E-25
    1.859479      5.6560540E-25
    1.878074      4.7813561E-25
    1.896855      3.9518029E-25
    1.915823      4.1178027E-25
    1.934982      4.4324917E-25
    1.954331      4.8560605E-25
    1.973875      5.1838975E-25
    1.993613      5.2506844E-25
    2.013550      4.6338453E-25
    2.033685      4.3515680E-25
    2.054022      3.8669951E-25
    2.074562      3.2667644E-25
    2.095308      2.7193750E-25
    2.116261      2.2812880E-25
    2.137423      1.8400721E-25
    2.158798      1.5373846E-25
    2.180386      1.3048209E-25
    2.202190      1.1242044E-25
    2.224211      1.0237879E-25
    2.246454      9.1807339E-26
    2.268918      8.7827878E-26
    2.291607      2.6342451E-25
    2.314523      3.9878326E-25
    2.337669      3.3837421E-25
    2.361045      3.2482030E-25
    2.384656      5.0291164E-25
    2.408502      7.4287289E-25
    2.432587      1.0805580E-24
    2.456913      1.7360822E-24
    2.481482      2.1944589E-24
    2.506297      2.5674187E-24
    2.531360      2.4829486E-24
    2.556674      2.4169671E-24
    2.582240      2.0649204E-24
    2.608063      1.4960691E-24
    2.634143      1.0701303E-24
    2.660485      2.3150648E-24
    2.687090      2.7264724E-24
    2.713961      2.9526395E-24
    2.741100      3.0576249E-24
    2.768511      2.5829456E-24
    2.796196      3.1234452E-24
    2.824158      3.6689308E-24
    2.852400      3.2286681E-24
    2.880924      3.3317105E-24
    2.909733      3.3898336E-24
    2.938830      3.2380558E-24
    2.968219      3.0413446E-24
    2.997901      2.6752093E-24
    3.027880      2.6755983E-24
    3.058159      2.1975809E-24
    3.088740      1.9280546E-24
    3.119628      1.6922594E-24
    3.150824      1.4914067E-24
    3.182332      1.3667095E-24
    3.214156      1.1422163E-24
    3.246297      1.0267900E-24
    3.278760      8.5442949E-25
    3.311548      7.7072644E-25
    3.344663      7.1816661E-25
    3.378110      6.5090549E-25
    3.411891      5.6423532E-25
    3.446010      5.0455563E-25
    3.480470      4.5637772E-25
    3.515275      4.1896626E-25
    3.550427      3.7487563E-25
    3.585932      3.4343588E-25
    3.621791      2.9976195E-25
    3.658009      2.6135417E-25
    3.694589      2.3409168E-25
    3.731535      2.0865602E-25
    3.768850      1.7682358E-25
    3.806539      1.7310692E-25
    3.844604      1.6255445E-25
    3.883050      1.5118511E-25
    3.921881      2.4288648E-25
    3.961099      1.7473072E-25
    4.000710      1.9845869E-25
    4.040718      2.5486638E-25
    4.081125      2.9355307E-25
    4.121936      3.0064051E-25
    4.163155      3.1932831E-25
    4.204787      3.2349447E-25
    4.246835      3.5051865E-25
    4.289303      1.6009084E-24
    4.332196      3.8256704E-24
    4.375518      9.6351410E-24
    4.419273      1.2407908E-23
    4.463466      1.7144005E-23
    4.508101      1.7717658E-23
    4.553182      1.6668806E-23
    4.598714      1.2787352E-23
    4.644701      7.9043543E-24
    4.691148      6.7803808E-24
    4.738059      8.5139208E-24
    4.785440      8.6484119E-24
    4.833294      1.0011531E-23
    4.881627      1.0983782E-23
    4.930443      1.1118545E-23
    4.979748      1.0123218E-23
    5.029545      9.9735973E-24
    5.079841      7.3885423E-24
    5.130639      6.2843565E-24
    5.181946      6.1326137E-24
    5.233765      5.4781865E-24
    5.286103      5.2684411E-24
    5.338964      4.5958967E-24
    5.392353      4.0505041E-24
    5.446277      3.4137494E-24
    5.500740      3.6757875E-24
    5.555747      3.2172824E-24
    5.611304      3.3988352E-24
    5.667418      3.3824569E-24
    5.724092      3.0264025E-24
    5.781333      3.1627765E-24
    5.839146      2.8041257E-24
    5.897537      2.3769084E-24
    5.956513      1.6201354E-24
    6.016078      2.4328758E-24
    6.076239      1.5904618E-24
    6.137001      1.4884067E-24
    6.198371      1.3156230E-24
    6.260355      1.1622924E-24
    6.322958      1.4159687E-24
    6.386188      2.5923910E-24
    6.450050      4.8960959E-24
    6.514550      5.6413397E-24
    6.579696      8.4740022E-24
    6.645493      6.8655044E-24
    6.711948      5.9580908E-24
    6.779067      7.9449052E-24
    6.846858      5.9503222E-24
    6.915326      5.4154613E-24
    6.984480      6.5035399E-24
    7.054324      5.4767329E-24
    7.124868      4.9762920E-24
    7.196116      5.6780247E-24
    7.268078      5.6582360E-24
    7.340758      4.8850265E-24
    7.414166      5.8220262E-24
    7.488308      5.1025897E-24
    7.563191      5.8278175E-24
    7.638823      4.6454603E-24
    7.715211      4.9515134E-24
    7.792363      5.2238867E-24
    7.870286      5.2333639E-24
    7.948989      5.3824456E-24
    8.028479      5.8925304E-24
    8.108764      6.3254271E-24
    8.189852      5.2039565E-24
    8.271750      5.7940256E-24
    8.354468      4.3678584E-24
    8.438012      4.9878894E-24
    8.522393      4.0867370E-24
    8.607616      3.8519377E-24
    8.693693      3.9855657E-24
    8.780630      3.4166251E-24
    8.868436      3.1694364E-24
    8.957120      3.1833731E-24
    9.046691      3.2703575E-24
    9.137158      2.9168487E-24
    9.228530      2.8233001E-24
    9.320815      3.4232474E-24
    9.414023      3.1208020E-24
    9.508164      2.9857124E-24
    9.603245      2.6605200E-24
    9.699278      2.6369435E-24
    9.796270      4.4137760E-24
    9.894233      3.1000167E-24
    9.993175      3.7577432E-24
   10.093107      3.3008249E-24
   10.194038      3.4884294E-24
   10.295979      4.4810234E-24
   10.398938      4.6106928E-24
   10.502928      4.8181146E-24
   10.607957      7.7531301E-24
   10.714037      5.2260691E-24
