# Pressure:     3.000E+01 Ba
# Temperature:   1300.000 K
#  lambda [mu]   kappa [cm^2/mol]
    0.500000      7.3255155E-27
    0.505000      8.3917989E-27
    0.510050      9.7912733E-27
    0.515150      1.1507442E-26
    0.520302      1.3685730E-26
    0.525505      1.6544659E-26
    0.530760      2.0291826E-26
    0.536068      2.5265677E-26
    0.541428      3.2559721E-26
    0.546843      4.3433119E-26
    0.552311      6.0430777E-26
    0.557834      8.9391019E-26
    0.563413      1.4228495E-25
    0.569047      2.6692777E-25
    0.574737      6.5017113E-25
    0.580484      3.0769358E-24
    0.586289      2.1032500E-22
    0.592152      1.8497641E-24
    0.598074      5.0074595E-25
    0.604054      2.3538663E-25
    0.610095      1.3610720E-25
    0.616196      8.7849868E-26
    0.622358      6.2997554E-26
    0.628582      4.7479056E-26
    0.634867      3.6748944E-26
    0.641216      2.9802489E-26
    0.647628      2.4323547E-26
    0.654104      2.0552947E-26
    0.660645      1.7416853E-26
    0.667252      1.4981312E-26
    0.673924      1.3037252E-26
    0.680664      1.1528351E-26
    0.687470      1.0552984E-26
    0.694345      9.2836850E-27
    0.701288      8.6125866E-27
    0.708301      8.1278239E-27
    0.715384      8.4737796E-27
    0.722538      7.6150733E-27
    0.729764      7.0632234E-27
    0.737061      6.1939741E-27
    0.744432      5.5182589E-27
    0.751876      5.0325723E-27
    0.759395      6.0398607E-27
    0.766989      1.4144459E-26
    0.774659      4.0772452E-27
    0.782405      3.7488259E-27
    0.790229      3.4681674E-27
    0.798132      1.7879021E-27
    0.806113      2.6245661E-27
    0.814174      1.5775527E-27
    0.822316      1.7488704E-27
    0.830539      2.3276754E-27
    0.838844      2.1624316E-27
    0.847233      1.7677167E-27
    0.855705      1.4430647E-27
    0.864262      1.6327848E-27
    0.872905      1.8340908E-27
    0.881634      4.3144281E-27
    0.890450      7.6495999E-27
    0.899355      4.8348564E-27
    0.908348      5.8006087E-27
    0.917432      8.4440365E-27
    0.926606      3.4673131E-26
    0.935872      1.8892957E-26
    0.945231      5.0837083E-26
    0.954683      2.7885445E-26
    0.964230      2.0548652E-26
    0.973872      1.6182299E-26
    0.983611      1.2253198E-26
    0.993447      1.0156395E-26
    1.003382      8.0699234E-27
    1.013416      6.5397877E-27
    1.023550      4.9607983E-27
    1.033785      3.9319686E-27
    1.044123      3.3136408E-27
    1.054564      3.0718141E-27
    1.065110      3.2595906E-27
    1.075761      3.9030818E-27
    1.086519      1.0169095E-26
    1.097384      3.2789252E-26
    1.108358      7.2119227E-26
    1.119441      5.2634925E-26
    1.130636      7.4273860E-26
    1.141942      5.7146585E-26
    1.153361      6.8018273E-26
    1.164895      6.8980810E-26
    1.176544      4.7030818E-26
    1.188309      3.0506518E-26
    1.200192      2.0495642E-26
    1.212194      1.3819009E-26
    1.224316      1.0006872E-26
    1.236560      7.3125190E-27
    1.248925      6.0718111E-27
    1.261414      7.2576112E-27
    1.274028      1.0862342E-26
    1.286769      1.6342685E-26
    1.299636      2.1547149E-26
    1.312633      3.0939348E-26
    1.325759      1.2936349E-24
    1.339017      9.4684876E-25
    1.352407      8.2177133E-25
    1.365931      4.1451935E-25
    1.379590      7.0640988E-25
    1.393386      6.4579466E-25
    1.407320      7.6828563E-25
    1.421393      6.6117399E-25
    1.435607      5.1692641E-25
    1.449963      3.7475850E-25
    1.464463      2.7445028E-25
    1.479108      2.0449951E-25
    1.493899      1.5404996E-25
    1.508838      1.1959163E-25
    1.523926      8.6413928E-26
    1.539165      5.9153892E-26
    1.554557      4.2486512E-26
    1.570102      3.5412635E-26
    1.585803      3.9816457E-26
    1.601662      7.9753461E-26
    1.617678      1.3201173E-25
    1.633855      1.1938466E-25
    1.650193      1.0432914E-25
    1.666695      1.5798513E-25
    1.683362      1.3875780E-25
    1.700196      1.2583644E-25
    1.717198      1.4104329E-25
    1.734370      2.2288376E-25
    1.751714      3.7550076E-25
    1.769231      6.4296518E-25
    1.786923      9.7375876E-25
    1.804792      1.2717447E-24
    1.822840      1.0799356E-24
    1.841069      1.2333904E-24
    1.859479      1.3684633E-24
    1.878074      6.3609756E-25
    1.896855      6.7731128E-25
    1.915823      9.4868521E-25
    1.934982      1.0324289E-24
    1.954331      9.6170403E-25
    1.973875      7.3709007E-25
    1.993613      4.8315532E-25
    2.013550      3.0067343E-25
